action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,346972,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '20.61', 'le': '0.39', 'lle': '3.24', 'sei': '6.90'}",CHEMBL277176,,CHEMBL277176,6.77,0,http://www.openphacts.org/units/Nanomolar,225125,=,1,1,=,,IC50,nM,,170.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.7E-7
,,348313,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '29.89', 'le': '0.56', 'lle': '5.91', 'sei': '7.87'}",CHEMBL24430,,CHEMBL24430,7.72,0,http://www.openphacts.org/units/Nanomolar,225132,=,1,1,=,,IC50,nM,,19.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.9E-8
,,349667,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '24.69', 'le': '0.46', 'lle': '4.63', 'sei': '6.79'}",CHEMBL120920,,CHEMBL120920,7.05,0,http://www.openphacts.org/units/Nanomolar,225117,=,1,1,=,,IC50,nM,,90.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,9E-8
,,349670,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '27.42', 'le': '0.51', 'lle': '5.48', 'sei': '9.02'}",CHEMBL23250,,CHEMBL23250,7.85,0,http://www.openphacts.org/units/Nanomolar,225150,=,1,1,=,,IC50,nM,,14.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.4E-8
,,350789,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cc(Cc3cc(CC)c(O)c(CC)c3)c(N)nc2N)cc(CC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL127987,,CHEMBL127987,,0,http://www.openphacts.org/units/Nanomolar,243314,~,1,1,~,,IC50,nM,,1000000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.001
,,350792,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cc(Cc3cc(CC)c(O)c(CC)c3)c(N)nc2N)cc(CC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL127987,,CHEMBL127987,,0,http://www.openphacts.org/units/Nanomolar,243314,~,1,1,~,,IC50,nM,,1700000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0017
,,351107,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '27.15', 'le': '0.51', 'lle': '5.31', 'sei': '8.32'}",CHEMBL23746,,CHEMBL23746,8.15,1,http://www.openphacts.org/units/Nanomolar,225129,=,1,1,=,,IC50,nM,,7.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7E-9
,,353797,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)cc2N)cc(OC)c1O,,,CHEMBL1121422,J Med Chem,1980,"{'bei': '16.10', 'le': '0.30', 'lle': '2.87', 'sei': '4.28'}",CHEMBL129087,,CHEMBL129087,4.43,0,http://www.openphacts.org/units/Nanomolar,243294,=,1,1,=,,IC50,nM,,37000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000037
,,353800,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2ccc(N)nc2N)cc(CC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL127797,,CHEMBL127797,,0,http://www.openphacts.org/units/Nanomolar,243315,=,1,1,=,,IC50,nM,,12000000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.012
,,353805,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cc(Cc3cc(OC)c(O)c(OC)c3)c(N)nc2N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL126705,,CHEMBL126705,,0,http://www.openphacts.org/units/Nanomolar,243313,~,1,1,~,,IC50,nM,,40000000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.04
,,354027,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(Cc2cc(Cl)c(N)c(Cl)c2)c(N)n1,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '24.49', 'le': '0.53', 'lle': '4.84', 'sei': '6.70'}",CHEMBL120807,,CHEMBL120807,6.96,0,http://www.openphacts.org/units/Nanomolar,225123,=,1,1,=,,IC50,nM,,110.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.1E-7
,,354030,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '28.09', 'le': '0.53', 'lle': '6.89', 'sei': '7.73'}",CHEMBL22,TRIMETHOPRIM,CHEMBL22,8.15,1,http://www.openphacts.org/units/Nanomolar,225144,=,1,1,=,,IC50,nM,,7.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7E-9
,,354034,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '28.62', 'le': '0.53', 'lle': '5.74', 'sei': '7.95'}",CHEMBL25817,,CHEMBL25817,7.80,0,http://www.openphacts.org/units/Nanomolar,225131,=,1,1,=,,IC50,nM,,16.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.6E-8
,,354038,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cc2cnc(N)nc2N)cc(C(C)(C)C)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '24.30', 'le': '0.45', 'lle': '4.42', 'sei': '7.10'}",CHEMBL23384,,CHEMBL23384,6.96,0,http://www.openphacts.org/units/Nanomolar,225126,=,1,1,=,,IC50,nM,,110.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.1E-7
,,355408,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(CCC)c1OC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '23.40', 'le': '0.44', 'lle': '4.21', 'sei': '8.45'}",CHEMBL26337,,CHEMBL26337,7.36,1,http://www.openphacts.org/units/Nanomolar,225148,=,1,1,=,,IC50,nM,,44.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,4.4E-8
,,356867,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C)cc(Cc2cnc(N)nc2N)cc1C,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '26.42', 'le': '0.49', 'lle': '4.96', 'sei': '7.84'}",CHEMBL287553,,CHEMBL287553,6.82,0,http://www.openphacts.org/units/Nanomolar,225152,=,1,1,=,,IC50,nM,,150.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.5E-7
,,359489,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(CC2C=CC(N)=NC2=O)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL126299,,CHEMBL126299,,0,http://www.openphacts.org/units/Nanomolar,243312,~,1,1,~,,IC50,nM,,1030000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00103
,,360905,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1c(CC)cc(Cc2cnc(N)nc2N)cc1CC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '25.63', 'le': '0.48', 'lle': '4.94', 'sei': '8.84'}",CHEMBL332481,,CHEMBL332481,7.70,0,http://www.openphacts.org/units/Nanomolar,225140,=,1,1,=,,IC50,nM,,20.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,2E-8
,,360909,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C(C)C)cc(Cc2cnc(N)nc2N)cc1C(C)C,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '21.61', 'le': '0.40', 'lle': '3.31', 'sei': '7.81'}",CHEMBL280374,,CHEMBL280374,6.80,0,http://www.openphacts.org/units/Nanomolar,225147,=,1,1,=,,IC50,nM,,160.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.6E-7
,,360913,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(C)cc(Cc2cnc(N)nc2N)cc1C(C)(C)C,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '22.30', 'le': '0.42', 'lle': '3.85', 'sei': '7.70'}",CHEMBL24155,,CHEMBL24155,6.70,0,http://www.openphacts.org/units/Nanomolar,225146,=,1,1,=,,IC50,nM,,200.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,2E-7
,,362133,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OCCO,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '24.64', 'le': '0.46', 'lle': '6.07', 'sei': '7.27'}",CHEMBL432987,,CHEMBL432987,7.80,0,http://www.openphacts.org/units/Nanomolar,225139,=,1,1,=,,IC50,nM,,16.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.6E-8
,,365330,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '26.37', 'le': '0.49', 'lle': '5.16', 'sei': '9.10'}",CHEMBL279455,,CHEMBL279455,7.92,1,http://www.openphacts.org/units/Nanomolar,225149,=,1,1,=,,IC50,nM,,12.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.2E-8
,,366830,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1c(C)c(C)c(Cc2cnc(N)nc2N)c(C)c1C,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '21.37', 'le': '0.40', 'lle': '3.56', 'sei': '7.38'}",CHEMBL332518,,CHEMBL332518,6.42,0,http://www.openphacts.org/units/Nanomolar,225141,=,1,1,=,,IC50,nM,,380.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.8E-7
,,366832,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1OCC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '25.64', 'le': '0.48', 'lle': '6.09', 'sei': '8.08'}",CHEMBL116183,,CHEMBL116183,8.52,0,http://www.openphacts.org/units/Nanomolar,225159,=,1,1,=,,IC50,nM,,3.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3E-9
,,368254,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCC(CC)COc1c(CC)cc(Cc2cnc(N)nc2N)cc1CC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '17.74', 'le': '0.33', 'lle': '1.87', 'sei': '7.84'}",CHEMBL118367,,CHEMBL118367,6.82,0,http://www.openphacts.org/units/Nanomolar,225136,=,1,1,=,,IC50,nM,,150.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.5E-7
,,368258,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '26.71', 'le': '0.50', 'lle': '5.17', 'sei': '8.36'}",CHEMBL23447,,CHEMBL23447,7.28,0,http://www.openphacts.org/units/Nanomolar,225151,=,1,1,=,,IC50,nM,,53.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,5.3E-8
,,369599,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cc2cnc(N)nc2N)cc(C)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '27.72', 'le': '0.51', 'lle': '5.31', 'sei': '6.50'}",CHEMBL118597,,CHEMBL118597,6.75,0,http://www.openphacts.org/units/Nanomolar,225157,=,1,1,=,,IC50,nM,,180.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.8E-7
,,369602,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(C(C)CC)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '25.64', 'le': '0.48', 'lle': '4.79', 'sei': '7.39'}",CHEMBL418865,,CHEMBL418865,7.68,0,http://www.openphacts.org/units/Nanomolar,225154,=,1,1,=,,IC50,nM,,21.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,2.1E-8
,,369605,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cc2cnc(N)nc2N)cc(C)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '29.29', 'le': '0.54', 'lle': '5.60', 'sei': '7.30'}",CHEMBL417833,,CHEMBL417833,7.16,0,http://www.openphacts.org/units/Nanomolar,225133,=,1,1,=,,IC50,nM,,70.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,7E-8
,,369608,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '28.71', 'le': '0.53', 'lle': '5.77', 'sei': '8.39'}",CHEMBL25888,,CHEMBL25888,8.22,0,http://www.openphacts.org/units/Nanomolar,225130,=,1,1,=,,IC50,nM,,6.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,6E-9
,,370902,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)ccc1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '27.94', 'le': '0.52', 'lle': '6.03', 'sei': '6.06'}",CHEMBL122468,,CHEMBL122468,6.85,0,http://www.openphacts.org/units/Nanomolar,225118,=,1,1,=,,IC50,nM,,140.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.4E-7
,,370904,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(Cc2cc(I)c(O)c(I)c2)c(N)n1,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '17.09', 'le': '0.61', 'lle': '5.85', 'sei': '8.16'}",CHEMBL118480,,CHEMBL118480,8.00,0,http://www.openphacts.org/units/Nanomolar,225120,=,1,1,=,,IC50,nM,,10.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1E-8
,,372200,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2ccc(N)nc2N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL128600,,CHEMBL128600,,0,http://www.openphacts.org/units/Nanomolar,243299,~,1,1,~,,IC50,nM,,10000000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.01
,,372387,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncc(Cc2cc(I)c(OCCCOc3ccccc3)c(I)c2)c(N)n1,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '12.52', 'le': '0.37', 'lle': '3.25', 'sei': '7.83'}",CHEMBL334021,,CHEMBL334021,7.54,0,http://www.openphacts.org/units/Nanomolar,225119,=,1,1,=,,IC50,nM,,29.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,2.9E-8
,,373744,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cc(Cc2cnc(N)c(Br)c2N)cc(C(C)C)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL126556,,CHEMBL126556,,0,http://www.openphacts.org/units/Nanomolar,243298,=,1,1,=,,IC50,nM,,3300000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.0033
,,373915,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '29.06', 'le': '0.55', 'lle': '7.17', 'sei': '6.54'}",CHEMBL122351,ADITEREN,CHEMBL122351,8.00,0,http://www.openphacts.org/units/Nanomolar,225122,=,1,1,=,,IC50,nM,,10.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1E-8
,,375270,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1c(I)cc(Cc2cnc(N)nc2N)cc1I,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '16.60', 'le': '0.58', 'lle': '5.55', 'sei': '9.19'}",CHEMBL120366,,CHEMBL120366,8.00,0,http://www.openphacts.org/units/Nanomolar,225121,=,1,1,=,,IC50,nM,,10.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1E-8
,,375274,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCCCCCOc1c(CC)cc(Cc2cnc(N)nc2N)cc1CC,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '13.06', 'le': '0.25', 'lle': '-0.90', 'sei': '6.61'}",CHEMBL120368,,CHEMBL120368,5.76,0,http://www.openphacts.org/units/Nanomolar,225135,=,1,1,=,,IC50,nM,,1750.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00000175
,,376456,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)c(Br)c2N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL340213,,CHEMBL340213,,0,http://www.openphacts.org/units/Nanomolar,243297,~,1,1,~,,IC50,nM,,42000000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.042
,,376643,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(C)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '28.44', 'le': '0.53', 'lle': '5.64', 'sei': '7.05'}",CHEMBL119378,,CHEMBL119378,7.32,0,http://www.openphacts.org/units/Nanomolar,225156,=,1,1,=,,IC50,nM,,48.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,4.8E-8
,,378029,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1OCCOCc1ccccc1,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '19.25', 'le': '0.36', 'lle': '3.87', 'sei': '8.13'}",CHEMBL116993,,CHEMBL116993,7.82,0,http://www.openphacts.org/units/Nanomolar,225138,=,1,1,=,,IC50,nM,,15.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.5E-8
,,378033,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cc(Cc2cnc(N)nc2N)cc(C(C)C)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '24.95', 'le': '0.47', 'lle': '4.31', 'sei': '7.64'}",CHEMBL440946,,CHEMBL440946,7.50,0,http://www.openphacts.org/units/Nanomolar,225127,=,1,1,=,,IC50,nM,,32.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.2E-8
,,380868,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1N,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '31.30', 'le': '0.58', 'lle': '6.55', 'sei': '8.18'}",CHEMBL333696,,CHEMBL333696,8.49,0,http://www.openphacts.org/units/Nanomolar,225155,=,1,1,=,,IC50,nM,,3.2,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,3.2E-9
,,382185,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1cc(Cc2cnc(N)cc2N)cc(C(C)C)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL126436,,CHEMBL126436,,0,http://www.openphacts.org/units/Nanomolar,243317,=,1,1,=,,IC50,nM,,114000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.000114
,,382380,[],CHEMBL668117,Inhibitory activity against dihydrofolate reductase (DHFR) from Escherichia coli,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,,,CHEMBL1123675,J Med Chem,1987,"{'bei': '28.80', 'le': '0.54', 'lle': '7.01', 'sei': '6.83'}",CHEMBL1181,4-HYDROXYTRIMETHOPRIM,CHEMBL1181,7.96,1,http://www.openphacts.org/units/Nanomolar,225158,=,1,1,=,,IC50,nM,,11.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,1.1E-8
,,383533,[],CHEMBL669251,Inhibition of dihydrofolate reductase enzyme purified from Escherichia coli at 1x10E6 M,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Cc2cnc(N)c(F)c2N)cc(OC)c1O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1121422,J Med Chem,1980,,CHEMBL129710,,CHEMBL129710,,0,http://www.openphacts.org/units/Nanomolar,243296,=,1,1,=,,IC50,nM,,510000.0,CHEMBL1809,Escherichia coli,Dihydrofolate reductase,562,,,I50,M,UO_0000065,,0.00051
